id,name,ingredients,method,image,video
458,POTATO PIZZETTE BITES,Large size potatoes 2~Chicken boiled  1/2 cup~capsicum 1 medium~Salt to taste~Black pepper  1/4 tsp~Oregano 1/4 tsp~Pizza sauce as needed~Cheese  as needed~Oil for brushing,"Peel off potatoes and make slices crosswise. Slices should not be thin.~Give them a boil of 5 minutes only and then spread on a tray.~Brush your baking tray with oil and place slices on tray.~I sprinkled salt and black pepper on slices also but this step is completely optional.~Mix chicken, capsicum thinly cubed salt, pepper and mix all ( you can use mushrooms, carrot, peas anything you like)~Spread pizza sauce on slice and then add spoonful of mixture.~Sprinkle shredded cheese and oregano.~Bake at 170c till fork tender and well cooked.",http://www.ainycooks.com/wp-content/uploads/2013/02/pb01.jpg,
459,HEART SHAPE PEPPERONI PIZZA,Pizza sauce as needed~Pepperoni as needed~Capsicum as needed~Onion  (sliced) as needed~Tomato   as needed~Mozrella cheese  as needed~Chedder cheese  as needed~Oregano as needed~Ginger powder  as needed,"Roll pizza dough and cut heart shape with knife then spread sauce. Sprinkle cheese and then all vegetables.~Cut in slice, again sprinkle cheese and spread peproni and sprinkle oregano and ginger powder.~Bake at 180c till cheese melts, serve hot..",http://www.ainycooks.com/wp-content/uploads/2013/02/hp011.jpg,
460,CHOCOLATE POTS,Chocolate chopped 100g~Cream 1 packet or 200g~Sugar to taste~Egg 1~Vanilla extract/essence   few drops,"In a pan heat up cream and mix in sugar. On very low heat dissolve sugar and then add chopped chocolate ,stir continuously with whisk.~Now remove from flame and add egg and vanilla, keep on stirring till completely mixed.~Pour in pots and serve chilled.",http://www.ainycooks.com/wp-content/uploads/2013/02/cp01.jpg,
464,Pineapple Salsa Canapes,Crackers 8~Mayonnaise or cream cheese spread as required~For Salas~Pineapple 1/4 cup (roughly chopped)~Onion 1 (chopped)~Tomato 1 (chopped)~Capsicum ½ (diced)~Olive oil 1 tbsp~Lemon juice 1 tbsp~Salt and pepper to taste~Chopped coriander leaves or cilantro~Chaat masala ¼ tsp,Mix together all salsa ingredients.~Spread evenly mayonnaise or cheese spread on crackers.~Top with pineapple salsa. Serve.,http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/ae21b513-51c1-49a7-a21e-5f701ea7b886-Pineapple Salsa Canapes.jpg&w=250&h=250,
465,Pallay Pakorian,Mash ki daal ka ata 1 cup~Moong ki daal ka ata ½ cup~Salt 1 tsp~Soda by carb ¼ tsp heaped~Bondi 1 packet soaked in water~Yogurt 1 kg (whipped)~Cream ½ cup~Caster sugar 3 to 4 tbsp~Tamarind chatni 1 cup~Cabbage 1 cup sliced~Onion 1 sliced~Papadi crushed 1 cup~Oil for fry~For Tamarind Chatni~Tamarind pulp 1 cup~Brown sugar 2 tbsp~Dried ginger ½ tsp heaped~Cumin roasted and crushed 1 tsp~Salt ½ tsp~Crushed red pepper 1 tsp~Pinch of red color,"Mix together caster sugar, yogurt, cream and pinch of salt, keep aside.~Put both the flour in bowl, add in salt, soda by carb, mix well with water, beat very well.~Heat oil and fry flat dahi wadas made with hands, remove and soak in warm water.~Remove from water, press and squeeze all water.~Cook altogether chutni ingredients until thick.~To Assemble: Spread dahi wadas in a platter, then soaked bondi, spread with whipped yogurt mixture, top with Papadi, sliced cabbage and onion, lastly sprinkle chat masala and tamarind chatni. Serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/869695e5-5cd8-4cdd-82c5-ce8f73c1bb55-Pallay pakorian.jpg&w=250&h=250,
466,Rudolph Cones,Chocolate waffle cones 6~Melted chocolate or candy melts 1-2 ounces~Jumbo candy eyes 12~Candy antlers 12~Round red candies 6 big,"Attach 2 jumbo candy eyes and 2 candy antlers to each waffle cone with help of melted chocolate.~Then attach a big red candy nose to the tip of each waffle cone.~To keep the cones from rolling around while the chocolate dries, set two more candies on either side of the red nose. Once dry, remove the candies.~Fill with your favorite candy, popcorn, nuts, or ice cream. Serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/c84b513e-6b3a-4760-b7b9-09c7b9e6c061-Rudolph Cones.jpg&w=250&h=250,
467,Winter Wonderland White Chocolate Popcorn,Popped popcorn 4 cups~White chocolate 6 ounces (melted)~Blue sprinkles 1/4 cup~Candy snowflakes 1/4 cup,Line a baking sheet with parchment paper.~Put popcorn into a large bowl.~Pour white chocolate over top and quickly stir it and toss it to coat the popcorn.~Shift onto the baking sheet and immediately toss the sprinkles and snowflakes over top.~Place the pan on the counter for a few times. This helps to stick candy. Refrigerate for 10 minutes.~Remove and break up into bite size chunks.,http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/030d5505-5bc8-40fa-8a3d-bc6f1a4451cd-Winter Wonderland White Chocolate Popcorn.jpg&w=250&h=250,
468,Mexican Tortilla Casserole ,"Oil 1 tbsp~Chopped onion 1 cup~Minced garlic 1 tsp~Ground cumin 1 tsp~Chili powder 1 ½ tsp~Chopped tomatoes 1 cup~Tomato paste 1/4 cup~Kidney beans 1 can (rinsed and drained)~Sweet corn kernals 1 can (drained)~Flour tortillas 4 medium-sized (6-inch) or boiled lasagna sheet~Shredded cheddar cheese 1 cups~Sour cream (optional), for serving~Salsa (optional), for serving~Salt and pepper, to taste","Heat the oil in a large skillet over medium heat. Add the onion, minced garlic, cumin and chili powder and cook until you can smell the spices and the onion is softened, about 3 minutes.~Stir in the tomatoes with the 1/3 cup of water and the tomato paste.~Add the corn, beans and cook about 8 to 10 minutes. Season with salt and pepper.~Place tortilla or lasagna sheet in a pan. Spread one fourth of the bean mixture evenly over the tortilla, then sprinkle 1/2 cup of the shredded cheese evenly over the top.~Repeat with 3 more layers, ending with the last quarter of the bean mixture and then the last 1/2 cup of shredded cheese.~Bake the tortilla or lasagna sheet at 180 degree C until it is hot throughout and the top is lightly browned, about 20 minutes. Serve warm.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/bca41619-de1e-43fa-8080-b25a92f50a62-Mexican Tortilla Casserole.jpg&w=250&h=250,
469,Aloo kay Dahi Baray,Yogurt 1 kg~Fresh Milk 1 cup~Corn flour 1 tbsp~Sugar 1 tbsp~Salt to taste~For Dahi Baray:~Potatoes ½ kg~Egg Whites 2~Black pepper 1 tsp (crushed)~Red chili flakes 1 tsp~Cumin 1 tbsp (roasted and crushed )~Rice flour 3 tbsp~Salt to taste~Oil for fry~For Tamarind Chutney:~Tamarind Paste 1 cup~Black salt a pinch~Sonth a pinch~Cumin powder 1 tbsp~Red chili powder 1 tbsp~Salt to taste,"Boil potatoes, peel them and mash them.~Add in rice flour, roasted cumin powder, black pepper, red chili flakes and salt. Mix well.~Grease your hand, make kabab and dip them in egg and shallow fry them.~Beat together yogurt, fresh milk, corn flour, sugar and some salt.~For Tamarind Chutney: Put tamarind paste, sonth, cumin powder and red chili in a pan and cook it.~Add in a pinch of black salt. Remove.~Take a big dish and add in some yogurt then add in tamarind sauce then potato cutlets. Cover with yogurt.~Garnish them with almonds and serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/4d1bc961-2f0b-41c3-8191-809e3b0abdb5-ALOO KAY DAHI BARAY1.jpg&w=250&h=250,
470,Rice Krispies Chat,"White Chickpeas 1 cup (boiled)~Black Chickpeas 2 cup (boiled)~Potatoes 2 (boiled and cube)~Green Chilies 4 (chopped)~Coriander Leaves 2 tbsp~Onion 4 tbsp (chopped)~Tomatoes 1 (chopped into tiny cubes, seeds removed)~Chat Masala 2 tbsp~Salt to taste~Green Chutney ½ cup~Tamarind Pulp ½ cup~Murmuray 2 cup~Fried gram lentil ½ cup (nimko)~Crackers 1 cup (crushed)~Thin Sev as required~Yogurt ½ cup","In a bowl mix together both the chick peas, potatoes, chopped green chilies and coriander leaves, chopped onion, tomatoes chopped, chat masala, salt, green chutney and tamarind pulp.~Add yoghurt and mix altogether~Dish out in a platter; decorate the sides of platter with murmuray, fried gram lentil, crushed crackers and thin sev.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/3f9a48cd-4cd7-4ef8-b5da-ee8b9a0c778b-Rice Krispies Chat.jpg&w=250&h=250,
471,Liberty Fruit Chat,Banana 6 (sliced)~Mangoes 2 (sliced)~Apples 3 (peeled and sliced)~Pineapple 1 tin (finely cubed)~Chiku 4 (peeled and sliced)~Grapes 1 cup~Chick Peas 1 cup (boiled)~Caster Sugar 4 tbsp~Salt ½ tsp~Chat Masala 1 tsp~Mayonnaise 4 tbsp~Fresh Cream 1 ½ cup~Tamarind Chutney 3 - 4 tbsp,"Add all fruits, chick peas, tamarind chutney and chat masala in a bowl and mix well.~In another bowl beat cream slightly with mayonnaise. Add salt, sugar, and chaat masala.~Pour this cream mixture on fruits and mix well. Let it cool and serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/b5f27965-1f43-4786-8063-b62fbb8f6e50-Liberty-ki-fruit-chat.jpg&w=250&h=250,
472,Hari Bhari Chat,Chickpeas 1 cup (boiled)~Potatoes boiled 1 cup~White pepper 1 tsp~Zeera powder 1 tsp~Salt to taste~Yogurt 1 cup~Green coriander 2 tbsp~Mint few leaves~Tomato ½ (finely chopped)~Onion ½ (finely chopped)~Green chili 1-2~Papri 2-3,"In a bowl add chickpeas, potatoes, white pepper, zeera powder, and salt.~Put yogurt in blender with mint and coriander and blend well.~Pour yogurt into chickpeas bowl and mix well.~Garnish with onion, tomatoes, green chili and crushed papri. Serve.~Note: if you like more spicy, add green chilies into yogurt and blend.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/40b1f49b-476c-4f26-b162-2d7e771c697e-Chana Chaat.jpg&w=250&h=250,
473,Meethy Dahi Waray,For Dahi Wara:~Flour 1 cup~Baking powder ½ tsp~Yogurt 1 cup~Egg 1~Yellow color 1 pinch~Cardamom powder ½ tsp~For Sugar Syrup:~Sugar 1 cup~Water 1 ½ cup~Kewra water 1 tsp~Cardamom 2 - 3 (crushed),For Sugar Syrup: Cook all together till slightly thick.~For Dahi Wara: Put all together in a bowl.~Make batter until smooth.~Deep fry in a skillet like pakoras until golden brown remove and add in sugar syrup.,http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/8d6b0812-dcf7-4b59-b072-350522b780c5-Meethy Dahi Waray.jpg&w=250&h=250,
474,Juicy Fruit Chaat,For Fruit Chat:~Mangoes 2-3~Seasonal Fruit 250 grams~For Juicy Sauce:~Orange Juice 1 cup~Cream 1 cup~Brown Sugar 3-4 tbsp~Crushed Black Pepper ½ tsp~Cumin Seeds (Crushed) ½ tsp~Black Salt ½ tsp~Sugar as required~Salt to taste,"For Fruit Chat: Cut fruits into cubes and put in a mixing bowl and set aside.~For Juicy Sauce: Now take a mixing bowl add orange juice, cream, brown sugar, sugar, crushed black pepper, cumin seeds, black salt, and salt.~Whisk it with hand beater to make the sauce.~Take a deep a serving dish and add mangoes and seasonal fruits add the sauce on the top of it and serve it.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/1a8fb45a-e6fe-42d7-a5f7-6185d2aaeb9d-Juicy Fruit Chat.jpg&w=250&h=250,
475,Chicken Cupcakes,Bread slices 12~Butter 4 tbsp~Garlic to taste~Salt to taste~Black pepper to taste~Chicken 1 cup (boiled and shredded)~Cabbage ½ cup~Fresh coriander ½ Cup~Green chilies 2 tbsp~Vinegar 1 tbsp~Soya sauce 2 tbsp~Mozzarella cheese 1 cup,"Cut the bread slices using a round cookie cutter or only remove the edges.~Melt 2 tbsp butter and add garlic, salt and black pepper.~Brush the cupcake tray using the melted butter mixture.~Place the bread slices in the cupcake tray creating a base.~Heat remaining butter and add chicken, green chilies, salt, black pepper, vinegar, soya sauce, cabbage and fresh coriander. Stir fry for two minutes.~Fill in the cupcake bases with the chicken mixture top with cheese.~Bake at 180°C preheated oven for 10-15 minutes until golden.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/a8e618f3-b576-40e9-8c2e-47dad6d74035-Chicken Cupcakes.jpg&w=250&h=250,
476,Achari Samosa,"Potatoes ½ kg (boiled, peeled, mashed)~Salt to taste~Chili flakes 1 tbsp~Cumin seeds 1 tsp~Whole coriander seeds 1 tsp~Achari rai 1/4 tsp~Kalonji ¼~Methi dana ¼~Curry leaves 8-10~Green coriander leaves 1 tbsp chopped (optional)~Green chilies 2 chopped (optional)~Oil 2 tbsp~Samosa patti as required","In a fry pan add oil, curry leaves, rai, kalonji and methidana and 1 tsp of chili flakes stir spoon and splutter curry leaves with spices.~In a mixing bowl add mashed potatoes, cumin seeds, chili flakes, whole coriander, green coriander, green chili, salt and pour curry leaves with oil mix all very well.~Now make samosa shape and fill samosa filling and sealed with beaten egg or flour.~Fry in hot oil and serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/28eff0e4-3c1c-4f9a-bd46-137bb64af482-Achari Samosa.jpg&w=250&h=250,
477,Badami Dahi Baray,"Mong daal 1 cup (4-5 hours soaked)~Mash daal ½ cup (4-5 hours soaked)~Salt 1 tsp~Chat masala 1 tsp~Chili flakes 1 tsp~Almond 18-20~Yogurt ½ kg~For Dahi Bara Masala:~Coriander seed ¼ cup~Cumin seeds ½ cup~Chili flakes or whole chilies 1 cup~For Tamarind Chutney:~Imli 250 gm (soaked in 2,3 cups for 1 hour)~Sugar 1 cup~Zeera 1 tsp~Chili flakes 1 tsp~Salt ½ tsp~Ginger powder 1 tsp (optional)","For Dahi Bara Masala: Add all ingredients into grinder and grind. Dahi bara masala is ready.~For Tamarind Chutney: Put all ingredients in a sauce pan and cook till thicken.~For Baras: Discard water from both soaked lentils.~In a grinder add almonds, and mong daal and mash daal, grind till paste formed and almond ground well.~Now drop batter with a tablespoon in hot oil turn when one side done.~In a large bowl add water with 2-3 tbsp of beaten yogurt and put fried dahi baras straight from oil in this water and let soaked for a while.~Pour beaten yogurt on serving dish squeeze water from dahi baras and place on dish.~Sprinkle dahi bara masala, chat masala, salt and green and imli chutnies.~Almond dabi baray is ready to enjoy.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/dff1ff4e-957d-4217-89b8-ad459466047a-Dahi Baray.jpg&w=250&h=250,
478,Pakora Sandwich,Bread Slices 8~Potatoes ¼ kg (boiled and mashed)~Green coriander 2-3 tbsp (chopped)~Green chili 2 (chopped)~Salt 1 tsp~Chat masala 1 tsp~Chili flake 1 tsp~Whole coriander 1 tsp~Cumin 1 tsp~Pomegranate seed 1 tsp~For the Batter:~Gram flour 1 cup~Chili flake 1/2 tsp~Pomegranate seed ½ tsp~Chat masala 1 tsp~Cumin seed ½ tsp~Whole coriander ½ tsp~Salt 1 tsp~Water as required,"In a bowl add gram flour, chili flakes, pomegranate, chat masala, cumin seed, whole coriander and salt add water make thick batter.~In boiled potatoes add all ingredients pomegranate seeds, chili flake, cumin, whole coriander, chat masala, chopped green coriander and green chili, mix well~Cut rounds of breads with cutter and now cut half of each circles with help of knife.~Place potato mixture on half of each bread circle and spread evenly then place another half of bread slice press slightly.~Now dip into gram flour batter and deep fry.~Pakora sandwich is ready.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/37d05820-d4e5-4924-bed8-df657268aa84-pakora sandwich.JPG&w=250&h=250,
479,Dahi Bondi Chat,Bondi (soaked in warm water)~Potatoes 2 (boiled)~Yogurt ½ kg~Green Chutney 2 tbsp~Tomatoes 2~Green chilies~Onion 1~Papri as required~Chat masala 1 tbsp~For Masala:~Chili flakes 1 tbsp~Cumin 2 tbsp~Coriander 2 tbsp~Salt to taste~For Bondi:~Gram flour 1 cup~Salt ½ tsp~Zeera or ajwain ¼ tsp (optional)~Water as required~For Tamarind Chutney:~Tamarind 1 cup~Water 2 cup~Cumin 1 tsp~Chili flake ½ tsp~Salt to taste~Sugar 1 cup,"Take yogurt in a bowl add 1 cup water, salt to taste, 2 tsp dahi bara masala, 1 tsp chili flakes, 2 tbsp green chutney, 4 tbsp tamarind chutney mix well.~Now in yogurt add tomato, potato, green chili and onion also add bondi (soaked and squeezed from water).~Now mix all adjust salt dish out and garnish with tomato, onion and potatoes cubes, crushed papri, sprinkle dahi bara masala, chat masala and drizzle tamarind chutney.~Chat is ready to enjoy.~For Tamarind Chutney: Soak tamarind till soft, add salt, sugar, chili flake and cumin add sugar and cook for a while tamarind chutney is ready.~For Bondi: Make thick paste of gram flour with salt, zeera and water, deep fry small bondi till crisp take out and fill into air tight jar.~When needed take 1 cup prepared bondi and soak into water leave and let soft.~For Masala: In grinder add coriander, cumin and chili flakes grind all dahi bara masala is ready keep a side.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/a6753494-8bfe-412d-a4d2-80b23dad2885-Dahi bondi.jpg&w=250&h=250,
480,Beef Salsa,Beef 1 cup (slices)~Onion ½ cup (chopped)~Tomato ½ cup (chopped)~Green chili 1 tbsp (chopped)~Green coriander 2 tbsp (chopped)~Hot sauce ¼ cup~Brown sugar 1 tbsp~Lemon juice ¼ cup~Olive oil ¼ cup~Salt to taste~Oil for frying,"Boil beef slices until tender then lightly fry. Keep aside.~In a bowl mix onion, tomato, green chili and green coriander.~In another bowl mix hot sauce, brown sugar, lemon juice and beef. Leave it for 30 minutes.~Now add tomato mixture, olive oil and salt. Toss gently.~Serve with tortilla.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/9ca07b6b-145c-4a84-b49d-eea31a85618f-Beef salsa recipe.JPG&w=250&h=250,
481,Besan kay Dahi Baray,Yogurt 1 kg~Fresh milk 1 cup~Corn flour 1 tbsp~Salt to taste~Sugar 1 tbsp~Gram flour 250 grams~Egg 1~Soda 1 tsp~Red chili powder 1 tbsp~Tamarind pulp 1 cup~Dried ginger 2 tbsp~Black salt a pinch~Cumin (roasted & ground) 1 tbsp~Red chili powder ½ tbsp.~Oil for deep fry~For Bhagar:~Oil ½ cup~Fenugreek seeds few~whole red chili 4-6~Cumin 1 tsp~Curry leaves few,"Take a large bowl, mix in yogurt, milk, corn flour, salt, sugar and yogurt. Set aside.~In another bowl add gram flour, egg, baking soda, red chili powder and salt; make a smooth batter by adding hot water.~Add tamarind pulp, dried ginger, black salt, cumin and red chili powder in cooking pan and cook it.~Heat oil in a wok, add gram flour batter with spoon in shape of round dahi bare and fry until golden brown.~Remove fried dahi bare from oil and put in hot water.~Pour half yogurt in serving bowl, arrange bare then spread remaining yogurt. Spread a little tamarind pulp and pour over bhagar.~Serve with remaining tamarind pulp.~For Bhagar: Heat oil in frying pan and sizzle fenugreek seeds, whole red chili, cumin and curry leaves. Remove.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/22e50da3-ecc7-4391-a583-4c7d30d2f26e-Besan kay Dahi Baray.JPG&w=250&h=250,
482,Turkish Couscous Salad,Couscous 200 gm~Tomato puree 2 tbsp~Cucumber 1 (cubed)~Onion 1 (chopped)~Fresh red chili 1~Coriander 3 tbsp~Mint leaves 3 tbsp~Tomato 1 chopped~Smoked paprika powder 1 tsp~Salt 1 tsp~Cumin powder 1 tsp~Parsley 3 tbsp~Extra virgin Olive oil 2 tbsp~1 Lemon's juice and zest~Freshly ground black pepper 1 tsp,"In a large bowl put couscous add salt, paprika, cumin powder and mix well with spoon.~Add boiling water that covers the couscous stir spoon to incorporate, cover and leave for 10 minutes.~Mix with fork and add onion, tomato, cucumber, red chili, olive oil, coriander, mint, parsley, black pepper, lemon juice and zest mix all ready to serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/0e9540ce-561b-4d92-8f59-45d509ae88f5-couscous salad.jpg&w=250&h=250,
483,Potato Gratin,"Potatoes 4 (peeled, sliced, blanched)~Butter 2 tbsp~Onion ½ cup (finely chopped)~Cream 1 cup~Milk 1 cup~Vinegar 1 tbsp~Salt ½ tsp~Black pepper ½ tsp~Cheddar cheese 2 tbsp~Parsley 1 tsp (chopped)","Peel and cut potatoes in rounds. Blanch and spread in a baking dish.~Heat butter in a pan. Fry chopped onion till transparent.~Add cream, milk, vinegar, salt and black pepper.~Pour on the blanched potatoes, top with cheese and sprinkle parsley.~Bake for 30 minutes until done on 180 degrees. Cut and serve warm.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/8f1ad32b-f024-4599-9ced-3b29bfce1891-Potato Gratin.jpg&w=250&h=250,
484,Bubble Pizza,Breadsticks 1 dozen (refrigerated)~Meatballs 32 (frozen and cooked)~Pizza sauce 2 cups~Pepperoni ½ cup~Parmesan cheese ¼ cup (grated)~Pizza cheese 2 cup (grated),Grease 11x7 inch pyrix dish and preheat oven on 180C.~Take a microwave bowl and put meatballs with pizza sauce and cover to cook at medium high for about 5 to 8 minutes.~When pizza sauce forms bubbles and meatballs thawed. Remove and add pepperoni stir spoon to mix keep a side.~Now unroll dough into rectangle and cut 8 strips and make 6 pieces of each strip now you have 48 pieces of the dough.~Line half of dough pieces which are 24 on greased dish and pour over meatballs with mixture on it spread evenly and sprinkle parmesan cheese.~And arrange remaining 24 dough pieces on cheese.~Allow to bake till 15-20 minutes until golden take out dish from oven and sprinkle pizza cheese evenly and bake again for about 4-5 minutes till cheese melts.,http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/9b03f339-13e7-4dff-bc21-a9855792cf0d-bubblepizza.jpg&w=250&h=250,
485,Sausage with Winter Mash,Sausages 4-5~Potatoes medium 3~Parsnips 2~Whole grain mustard 1 tbsp~Milk ½ cup~Brussels sprouts 150 gm (shredded)~Salt and pepper,"Boil salted water and cook peeled and chopped parsnips and potatoes for about 10 minutes.~Add shredded Brussels sprouts into boiling vegetables and cook for 3 minutes when tenderize discard water and slightly mash all vegetables just to mix all.~Add milk, mustard, salt and black pepper into vegetable mix more to incorporate.~Now grill sausages for 10 minutes dish out and serve with vegetable mash.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/c812cf70-0643-4bf1-a8ff-4745ffe7595a-sausage with winter mash.jpg&w=250&h=250,
486,Winter Root Mash with Buttery Crumbs,"Parsnips/carrot 650g (chunks)~Turnip 650g (chunks)~Soured cream 142ml~Hot horseradish/hot mustard 1 tbsp~Fresh thyme leaves 2 tbsp~Salt and pepper for seasoning~Butter for greasing~Butter Topping:~Butter 50g~Onion 1 small (finally chopped)~Fresh white breadcrumbs 50g~Salt and pepper for seasoning~A small handful thyme leaves, plus extra for scattering~Parmesan 25g (coarsely grated)","In a large pan of boiling salted water, cook the parsnips/carrot and turnip, covered, for about 20 minutes until tender. Drain well, then mash them together.~Mix with soured cream, horseradish/hot mustard and thyme and season with salt and pepper.~Pour into a greased shallow ovenproof dish and put to one side.~Butter Topping: Melt butter in a frying pan and cook onion until gorgeously golden. Stir in bread crumbs to brown and crisp.~Season with salt and black pepper; add thyme.~Remove from heat and spread it over mashed vegetables in an even layer. Top with parmesan. Cover with foil.~Bake at 190C/gas 5/ fan 170C for 25-30 minutes. Remove foil in last 10 minutes.~Scattered with a few more thyme sprigs and leaves then serve.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/18ec0ecc-2dee-4a55-8ae5-070fafe2013b-Winter Root Mash with Buttery Crumbs.jpg&w=250&h=250,
487,Fried Chops with Capsicum,Chops ½ kg~Yogurt 250 gm~Salt to taste~Black pepper powder 1 tsp~White cumin seeds 1 tsp~All spice powder 1 tsp~Coriander powder 1 tsp~Vinegar 3 tbsp~Soya sauce 2 tbsp~Oil 2 tbsp~Oil ¼ cup~Capsicum 1 (chopped)~Onion 1~Green chilies 3 – 4,"In a bowl mix together yogurt, salt, black pepper, cumin seeds, all spice powder, coriander powder, vinegar, soya sauce and 2 tbsp oil.~Marinate chop with the mixture and keep aside for 10 – 15 minutes.~Now put marinated chops in a pan with its marinade.~Cook till water dries and chops are tender.~In another pan heat oil.~Add capsicum, onion and green chilies. Sauté a little.~Now add chops and cook for a few seconds.~Remove from fire.~Dish it out and serve hot.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/427cae58-8046-4e01-8614-9ae967cfe226-Fried Chops with Capsicum.jpg&w=250&h=250,
488,Crunchy Fried Fish,Fish fillets         500 gm cut in long pieces~Lemons   	   2~Garlic past	   1 tsp~Coriander seeds      1 tsp crushed~Crushed red chillies  1 tbsp~Rice flour      2 tbsp~Turmeric powder      1/2 tsp~Egg	            1~Ginger               1 tbsp chopped~Cumin seeds          1 tsp crushed~All spices powder    1 tsp~Salt                 to taste~Oil                  for frying,"Put fish fillets in bowl and add garlic paste and chopped ginger in it.~Beat egg and add salt, chilies, turmeric powder, all spices,  crushed coriander and cumin seeds in it mix it well.~Add lemon juice in fish and put the fish in egg mixture.~Now add rice flour in it and mix it with your hands.~Now add and mix few drops of oil in the mixture.~Then fry it in hot oil till its golden brown.~Tip: Use the rice flour which is available in market as we need a very refined quality of rice flour.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/a1a0519a-ee8d-4f69-af41-de11bcf061a2-01.jpg&w=250&h=250,
489,Peri Bites,Green chilies 20~Fresh bread crumbs as required~Oil for deep frying~For Filling:~Mayonnaise 4 tbsp heaped~Keri cheese cubes 6~Crush pepper sieved ½ tsp~Lemon salt ½ tsp~Vinegar 1 tbsp~Chicken breast 2 (cut into thin strips)~Salt ½ tsp~Garlic paste ½ tsp~Paprika ¼ tsp~Black pepper ½ tsp~Peri peri sauce 1 tbsp~Lemon juice 1 tbsp~Soya sauce 1 tbsp~Vinegar 1 tbsp~For Batter:~Flour 4 tbsp heaped~Corn flour 3 tbsp heaped~Rice flour 3 tbsp heaped~Salt ¼ tsp~Egg 1~Chilled milk as required to make batter,"For Batter: Mix all batter ingredients in a bowl.~For Chicken: Marinate chicken with salt, garlic paste, paprika, black pepper, peri peri sauce, lemon juice, soya sauce and vinegar.~Then grill chicken breast in 2 tbsp oil.~Give slit on green chilies and remove the seeds.~Mix all the ingredients together including grilled chicken for filling in bowl.~Fill 1 tsp into each green chili.~Dip in prepared batter, roll twice in bread crumbs.~Chill for 1 hour and deep fry till light golden.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/e30654ac-7d34-4cb5-8bd1-b847989da90c-Peri bites.jpg&w=250&h=250,
490,Phal Chops,"Chops ½ kg~Onion 2 (medium, sliced)~Coriander leaves ½ cup~Green chilies 8~Ginger garlic paste 1 tbsp~Black pepper 1 tbsp (whole)~Yogurt 1 cup~Lemon juice 2 tbsp~Salt 1 tsp heaped~Oil ¼ cup","Blend together onion, coriander leaves, green chilies, ginger garlic paste, black pepper, yogurt, lemon juice and salt.~Marinate chops with this half mixture for 2 hours.~Heat oil fry remaining mixture for 5 minutes till slightly brown.~Add in the chops, fry well.~Add 1 cup water, cover and leave it to cook until chops tender.~Serve with French fries.",http://www.khanapakana.com/ShowImage.aspx?img=/recipe/articlefiles/9f62d7cc-da3e-44da-ac07-f11dcc8f5a4f-Phal chops.jpg&w=250&h=250,
